"Date","Price","Open","High","Low","Vol.","Change %"
"09/19/2025","147.97","148.00","148.30","147.20","","-0.02%"
"09/18/2025","148.00","146.95","148.27","146.76","","0.69%"
"09/17/2025","146.99","146.50","147.06","145.48","","0.33%"
"09/16/2025","146.50","147.42","147.55","146.27","","-0.62%"
"09/15/2025","147.41","147.76","147.81","147.23","","-0.18%"
"09/12/2025","147.67","147.20","148.08","147.12","","0.32%"
"09/11/2025","147.20","147.47","148.01","146.98","","-0.18%"
"09/10/2025","147.47","147.42","147.65","147.13","","0.03%"
"09/09/2025","147.42","147.52","147.57","146.31","","-0.07%"
"09/08/2025","147.52","148.24","148.58","147.33","","0.07%"
"09/05/2025","147.41","148.49","148.56","146.82","","-0.73%"
"09/04/2025","148.49","148.10","148.79","147.80","","0.26%"
"09/03/2025","148.10","148.34","149.14","147.88","","-0.16%"
"09/02/2025","148.34","147.18","148.95","147.04","","0.79%"
"09/01/2025","147.18","147.08","147.39","146.77","","0.09%"
"08/29/2025","147.05","146.93","147.42","146.75","","0.08%"
"08/28/2025","146.93","147.42","147.51","146.65","","-0.33%"
"08/27/2025","147.41","147.42","148.20","147.29","","0.00%"
"08/26/2025","147.41","147.79","147.92","146.99","","-0.26%"
"08/25/2025","147.79","146.93","147.95","146.75","","0.57%"
"08/22/2025","146.95","148.33","148.79","146.57","","-0.96%"
"08/21/2025","148.38","147.33","148.42","147.25","","0.71%"
"08/20/2025","147.33","147.66","147.82","146.87","","-0.24%"
"08/19/2025","147.68","147.80","148.12","147.44","","-0.14%"
"08/18/2025","147.88","147.15","148.00","147.04","","0.46%"
"08/15/2025","147.20","147.76","147.90","146.74","","-0.38%"
"08/14/2025","147.76","147.38","147.97","146.20","","0.25%"
"08/13/2025","147.39","147.77","148.18","147.08","","-0.30%"
"08/12/2025","147.84","148.15","148.54","147.57","","-0.20%"
"08/11/2025","148.14","147.61","148.26","147.35","","0.28%"
"08/08/2025","147.73","147.15","147.91","146.72","","0.41%"
"08/07/2025","147.13","147.36","147.73","146.68","","-0.16%"
"08/06/2025","147.37","147.57","147.90","146.96","","-0.16%"
"08/05/2025","147.61","147.17","147.85","146.62","","0.35%"
"08/04/2025","147.09","147.35","148.10","146.86","","-0.20%"
"08/01/2025","147.38","150.76","150.93","147.29","","-2.24%"
"07/31/2025","150.76","149.51","150.85","148.58","","0.84%"
"07/30/2025","149.51","148.51","149.55","147.80","","0.71%"
"07/29/2025","148.46","148.54","148.82","148.15","","-0.06%"
"07/28/2025","148.55","147.79","148.59","147.51","","0.60%"
"07/25/2025","147.67","147.01","147.95","146.82","","0.45%"
"07/24/2025","147.01","146.48","147.04","145.84","","0.34%"
"07/23/2025","146.51","146.63","147.22","146.11","","-0.09%"
"07/22/2025","146.64","147.31","147.95","146.31","","-0.51%"
"07/21/2025","147.39","148.07","148.68","147.07","","-0.97%"
"07/18/2025","148.83","148.62","148.89","148.18","","0.14%"
"07/17/2025","148.62","147.86","149.10","147.72","","0.50%"
"07/16/2025","147.88","148.90","149.20","146.91","","-0.67%"
"07/15/2025","148.88","147.72","149.03","147.55","","0.79%"
"07/14/2025","147.71","147.31","147.79","146.85","","0.20%"
"07/11/2025","147.42","146.27","147.52","146.13","","0.79%"
"07/10/2025","146.26","146.32","146.80","145.75","","-0.04%"
"07/09/2025","146.32","146.57","147.19","146.25","","-0.17%"
"07/08/2025","146.57","146.04","146.99","145.83","","0.36%"
"07/07/2025","146.05","144.44","146.26","144.21","","1.03%"
"07/04/2025","144.56","144.92","144.98","144.17","","-0.26%"
"07/03/2025","144.93","143.69","145.25","143.44","","0.86%"
"07/02/2025","143.69","143.42","144.26","143.32","","0.17%"
"07/01/2025","143.44","144.04","144.11","142.68","","-0.42%"
"06/30/2025","144.04","144.47","144.77","143.77","","-0.44%"
"06/27/2025","144.67","144.42","144.96","144.18","","0.19%"
"06/26/2025","144.39","145.23","145.28","143.75","","-0.60%"
"06/25/2025","145.26","144.95","145.96","144.60","","0.23%"
"06/24/2025","144.93","146.18","146.23","144.51","","-0.84%"
"06/23/2025","146.16","145.99","148.04","145.90","","0.04%"
"06/20/2025","146.10","145.46","146.23","145.12","","0.44%"
"06/19/2025","145.46","145.14","145.78","144.74","","0.23%"
"06/18/2025","145.12","145.29","145.45","144.33","","-0.11%"
"06/17/2025","145.28","144.74","145.39","144.39","","0.37%"
"06/16/2025","144.74","143.97","144.89","143.64","","0.44%"
"06/13/2025","144.10","143.48","144.50","142.80","","0.42%"
"06/12/2025","143.50","144.55","144.58","143.18","","-0.73%"
"06/11/2025","144.55","144.86","145.48","144.32","","-0.21%"
"06/10/2025","144.86","144.56","145.31","144.39","","0.17%"
"06/09/2025","144.61","144.90","144.98","143.97","","-0.18%"
"06/06/2025","144.87","143.51","145.10","143.38","","0.92%"
"06/05/2025","143.55","142.76","143.99","142.53","","0.55%"
"06/04/2025","142.76","143.98","144.40","142.60","","-0.87%"
"06/03/2025","144.01","142.72","144.12","142.38","","0.90%"
"06/02/2025","142.72","144.06","144.14","142.54","","-0.93%"
"05/30/2025","144.06","144.23","144.45","143.43","","-0.10%"
"05/29/2025","144.20","144.84","146.29","143.95","","-0.43%"
"05/28/2025","144.83","144.32","145.09","143.85","","0.35%"
"05/27/2025","144.33","142.85","144.46","142.11","","1.04%"
"05/26/2025","142.85","142.45","143.09","142.22","","0.20%"
"05/23/2025","142.57","144.01","144.14","142.42","","-1.00%"
"05/22/2025","144.01","143.68","144.41","142.80","","0.23%"
"05/21/2025","143.68","144.54","144.60","143.28","","-0.57%"
"05/20/2025","144.51","144.86","145.51","144.08","","-0.24%"
"05/19/2025","144.86","145.38","145.50","144.65","","-0.53%"
"05/16/2025","145.63","145.67","146.11","144.92","","-0.03%"
"05/15/2025","145.67","146.74","146.76","145.42","","-0.74%"
"05/14/2025","146.76","147.49","147.68","145.60","","-0.49%"
"05/13/2025","147.48","148.46","148.50","147.37","","-0.66%"
"05/12/2025","148.46","145.82","148.66","145.70","","2.13%"
"05/09/2025","145.36","145.92","146.19","144.82","","-0.38%"
"05/08/2025","145.92","143.82","146.19","143.45","","1.46%"
"05/07/2025","143.82","142.43","144.00","142.40","","0.98%"
"05/06/2025","142.43","143.71","144.28","142.35","","-0.89%"
"05/05/2025","143.71","144.95","145.09","143.54","","-0.86%"
"05/02/2025","144.95","145.44","145.93","143.73","","-0.34%"
"05/01/2025","145.44","143.07","145.75","142.88","","1.66%"
"04/30/2025","143.07","142.36","143.20","142.14","","0.50%"
"04/29/2025","142.36","142.01","142.77","141.97","","0.25%"
"04/28/2025","142.01","143.74","143.94","141.99","","-1.18%"
"04/25/2025","143.70","142.68","144.05","142.55","","0.75%"
"04/24/2025","142.63","143.43","143.44","142.28","","-0.57%"
"04/23/2025","143.45","141.55","143.58","141.48","","1.31%"
"04/22/2025","141.59","140.87","141.68","139.88","","0.53%"
"04/21/2025","140.85","142.14","142.19","140.47","","-0.93%"
"04/18/2025","142.17","142.45","142.51","142.12","","-0.17%"
"04/17/2025","142.41","141.92","143.10","141.61","","0.42%"
"04/16/2025","141.82","143.26","143.32","141.64","","-0.98%"
"04/15/2025","143.23","143.00","143.61","142.60","","0.17%"
"04/14/2025","142.98","144.12","144.32","142.24","","-0.37%"
"04/11/2025","143.51","144.45","144.63","142.07","","-0.65%"
"04/10/2025","144.45","147.55","147.72","144.01","","-2.21%"
"04/09/2025","147.72","146.27","148.29","144.00","","0.98%"
"04/08/2025","146.28","147.83","148.13","145.96","","-1.06%"
"04/07/2025","147.84","147.06","148.15","144.82","","0.64%"
"04/04/2025","146.90","146.07","147.44","144.55","","0.58%"
"04/03/2025","146.06","149.26","149.28","145.19","","-2.13%"
"04/02/2025","149.24","149.58","150.49","149.10","","-0.25%"
"04/01/2025","149.61","149.96","150.15","148.96","","-0.23%"
"03/31/2025","149.95","149.80","150.28","148.70","","0.09%"
"03/28/2025","149.81","151.05","151.22","149.68","","-0.82%"
"03/27/2025","151.05","150.61","151.18","150.06","","0.31%"
"03/26/2025","150.58","149.91","150.78","149.83","","0.45%"
"03/25/2025","149.90","150.70","150.95","149.55","","-0.52%"
"03/24/2025","150.69","149.37","150.78","149.36","","0.92%"
"03/21/2025","149.31","148.76","149.68","148.58","","0.36%"
"03/20/2025","148.78","148.73","148.99","148.18","","0.07%"
"03/19/2025","148.68","149.27","150.16","148.61","","-0.39%"
"03/18/2025","149.26","149.23","149.95","149.08","","0.03%"
"03/17/2025","149.21","148.32","149.31","148.39","","0.40%"
"03/14/2025","148.62","147.82","149.04","147.76","","0.55%"
"03/13/2025","147.81","148.26","148.39","147.40","","-0.30%"
"03/12/2025","148.25","147.79","149.20","147.72","","0.32%"
"03/11/2025","147.77","147.27","148.14","146.54","","0.35%"
"03/10/2025","147.26","147.89","147.99","146.63","","-0.52%"
"03/07/2025","148.03","147.99","148.22","146.95","","0.05%"
"03/06/2025","147.95","148.89","149.35","147.31","","-0.62%"
"03/05/2025","148.88","149.81","150.20","148.39","","-0.61%"
"03/04/2025","149.80","149.51","149.89","148.08","","0.20%"
"03/03/2025","149.50","150.49","151.34","149.10","","-0.73%"
"02/28/2025","150.60","149.81","151.00","149.10","","0.53%"
"02/27/2025","149.80","149.10","150.20","148.74","","0.48%"
"02/26/2025","149.08","149.04","149.90","148.64","","0.04%"
"02/25/2025","149.02","149.72","150.31","148.57","","-0.46%"
"02/24/2025","149.71","149.39","149.89","148.85","","0.28%"
"02/21/2025","149.29","149.64","150.75","148.92","","-0.23%"
"02/20/2025","149.63","151.48","151.48","149.39","","-1.21%"
"02/19/2025","151.47","152.07","152.32","151.24","","-0.38%"
"02/18/2025","152.05","151.50","152.25","151.23","","0.36%"
"02/17/2025","151.50","152.24","152.41","151.33","","-0.54%"
"02/14/2025","152.33","152.80","153.16","152.02","","-0.30%"
"02/13/2025","152.79","154.42","154.68","152.70","","-1.05%"
"02/12/2025","154.41","152.49","154.81","152.38","","1.27%"
"02/11/2025","152.48","152.00","152.63","151.64","","0.32%"
"02/10/2025","151.99","151.26","152.55","151.25","","0.39%"
"02/07/2025","151.40","151.41","152.42","150.94","","-0.03%"
"02/06/2025","151.44","152.61","152.90","151.24","","-0.76%"
"02/05/2025","152.60","154.34","154.47","152.11","","-1.12%"
"02/04/2025","154.33","154.76","155.53","154.17","","-0.27%"
"02/03/2025","154.75","154.94","155.89","154.01","","-0.28%"
"01/31/2025","155.18","154.30","155.24","153.92","","0.57%"
"01/30/2025","154.30","155.23","155.25","153.79","","-0.58%"
"01/29/2025","155.20","155.54","155.81","154.94","","-0.21%"
"01/28/2025","155.52","154.51","156.00","154.49","","0.67%"
"01/27/2025","154.49","155.72","156.26","153.72","","-0.96%"
"01/24/2025","155.98","156.06","156.58","154.85","","-0.04%"
"01/23/2025","156.05","156.50","156.76","155.74","","-0.31%"
"01/22/2025","156.53","155.51","156.72","155.35","","0.66%"
"01/21/2025","155.50","155.61","156.21","154.77","","-0.06%"
"01/20/2025","155.59","156.32","156.60","155.40","","-0.45%"
"01/17/2025","156.30","155.17","156.39","154.98","","0.76%"
"01/16/2025","155.12","156.48","156.54","155.10","","-0.86%"
"01/15/2025","156.47","157.98","158.10","155.95","","-0.94%"
"01/14/2025","157.96","157.48","158.23","157.11","","0.31%"
"01/13/2025","157.47","157.78","157.98","156.90","","-0.14%"
"01/10/2025","157.69","158.12","158.89","157.22","","-0.28%"
"01/09/2025","158.14","158.36","158.40","157.57","","-0.13%"
"01/08/2025","158.35","158.05","158.57","157.89","","0.21%"
"01/07/2025","158.02","157.63","158.43","157.36","","0.27%"
"01/06/2025","157.60","157.24","157.98","156.24","","0.21%"
"01/03/2025","157.27","157.55","157.57","156.88","","-0.16%"
"01/02/2025","157.52","157.26","157.87","156.44","","0.41%"
"01/01/2025","156.87","157.20","157.25","156.87","","-0.20%"
"12/31/2024","157.18","156.85","157.61","156.01","","0.22%"
"12/30/2024","156.83","157.74","158.08","156.67","","-0.63%"
"12/27/2024","157.82","157.89","158.01","157.35","","-0.11%"
"12/26/2024","158.00","157.22","158.11","157.07","","0.38%"
"12/25/2024","157.40","157.17","157.51","156.98","","0.14%"
"12/24/2024","157.18","157.14","157.44","156.89","","0.01%"
"12/23/2024","157.16","156.48","157.32","156.33","","0.48%"
"12/20/2024","156.41","157.45","157.94","155.95","","-0.65%"
"12/19/2024","157.43","154.82","157.82","154.43","","1.70%"
"12/18/2024","154.80","153.45","154.87","153.32","","0.86%"
"12/17/2024","153.48","154.12","154.36","153.15","","-0.43%"
"12/16/2024","154.15","153.64","154.49","153.32","","0.33%"
"12/13/2024","153.64","152.63","153.81","152.45","","0.67%"
"12/12/2024","152.62","152.45","152.80","151.80","","0.11%"
"12/11/2024","152.45","151.97","152.82","151.01","","0.33%"
"12/10/2024","151.95","151.17","152.19","150.89","","0.50%"
"12/09/2024","151.19","150.07","151.36","149.69","","0.77%"
"12/06/2024","150.03","150.11","150.71","149.36","","-0.03%"
"12/05/2024","150.08","150.61","150.79","149.65","","-0.35%"
"12/04/2024","150.60","149.60","151.24","149.52","","0.68%"
"12/03/2024","149.59","149.61","150.25","148.64","","0.00%"
"12/02/2024","149.59","149.75","150.76","149.07","","-0.11%"
"11/29/2024","149.75","151.55","151.57","149.47","","-1.18%"
"11/28/2024","151.54","151.07","152.01","150.92","","0.29%"
"11/27/2024","151.10","153.07","153.25","150.45","","-1.31%"
"11/26/2024","153.10","154.20","154.50","152.99","","-0.72%"
"11/25/2024","154.21","154.26","154.75","153.55","","-0.34%"
"11/22/2024","154.74","154.54","155.02","153.97","","0.15%"
"11/21/2024","154.51","155.43","155.43","153.91","","-0.59%"
"11/20/2024","155.43","154.67","155.90","154.52","","0.50%"
"11/19/2024","154.65","154.70","154.81","153.29","","0.00%"
"11/18/2024","154.65","154.42","155.37","153.85","","0.20%"
"11/15/2024","154.34","156.28","156.76","153.86","","-1.22%"
"11/14/2024","156.25","155.46","156.44","155.33","","0.51%"
"11/13/2024","155.45","154.62","155.64","154.34","","0.55%"
"11/12/2024","154.60","153.71","154.94","153.41","","0.58%"
"11/11/2024","153.71","152.68","153.96","152.64","","0.71%"
"11/08/2024","152.63","152.94","153.37","152.14","","-0.20%"
"11/07/2024","152.93","154.64","154.72","152.70","","-1.10%"
"11/06/2024","154.63","151.62","154.73","151.29","","2.00%"
"11/05/2024","151.60","152.13","152.57","151.33","","-0.35%"
"11/04/2024","152.13","152.98","153.05","151.53","","-0.56%"
"11/01/2024","152.98","152.04","153.11","151.78","","0.62%"
"10/31/2024","152.03","153.42","153.58","151.84","","-0.90%"
"10/30/2024","153.41","153.36","153.51","152.79","","0.04%"
"10/29/2024","153.35","153.29","153.88","152.75","","0.05%"
"10/28/2024","153.28","152.36","153.88","152.32","","0.64%"
"10/25/2024","152.30","151.83","152.39","151.45","","0.32%"
"10/24/2024","151.82","152.73","152.83","151.55","","-0.61%"
"10/23/2024","152.75","151.07","153.20","151.02","","1.12%"
"10/22/2024","151.06","150.84","151.21","150.50","","0.15%"
"10/21/2024","150.83","149.48","150.89","149.08","","0.88%"
"10/18/2024","149.52","150.21","150.29","149.36","","-0.45%"
"10/17/2024","150.20","149.64","150.34","149.23","","0.39%"
"10/16/2024","149.62","149.20","149.84","148.87","","0.29%"
"10/15/2024","149.19","149.76","149.84","148.85","","-0.37%"
"10/14/2024","149.75","149.14","150.01","149.07","","0.42%"
"10/11/2024","149.13","148.57","149.29","148.40","","0.38%"
"10/10/2024","148.56","149.31","149.56","148.35","","-0.49%"
"10/09/2024","149.29","148.20","149.38","148.01","","0.74%"
"10/08/2024","148.19","148.19","148.39","147.34","","0.01%"
"10/07/2024","148.18","148.73","149.14","147.85","","-0.36%"
"10/04/2024","148.71","146.94","149.01","145.92","","1.22%"
"10/03/2024","146.92","146.47","147.25","146.29","","0.31%"
"10/02/2024","146.46","143.57","146.52","143.43","","2.02%"
"10/01/2024","143.56","143.63","144.55","142.97","","-0.04%"
"09/30/2024","143.62","142.24","143.94","141.64","","1.01%"
"09/27/2024","142.19","144.82","146.50","142.07","","-1.80%"
"09/26/2024","144.80","144.76","145.23","144.11","","0.03%"
"09/25/2024","144.75","143.23","144.85","142.90","","1.08%"
"09/24/2024","143.21","143.62","144.70","143.12","","-0.27%"
"09/23/2024","143.60","143.94","144.46","143.17","","-0.22%"
"09/20/2024","143.91","142.63","144.51","141.74","","0.90%"
"09/19/2024","142.62","142.29","143.95","141.89","","0.25%"
"09/18/2024","142.27","142.42","142.73","140.44","","-0.09%"
"09/17/2024","142.40","140.62","142.48","140.32","","1.28%"
"09/16/2024","140.60","140.75","140.92","139.57","","-0.16%"
"09/13/2024","140.82","141.82","141.88","140.28","","-0.68%"
"09/12/2024","141.79","142.36","143.06","141.72","","-0.39%"
"09/11/2024","142.35","142.47","142.55","140.71","","-0.06%"
"09/10/2024","142.43","143.15","143.73","142.20","","-0.52%"
"09/09/2024","143.17","142.23","143.81","141.95","","0.63%"
"09/06/2024","142.27","143.45","143.92","141.78","","-0.82%"
"09/05/2024","143.44","143.74","144.25","142.85","","-0.20%"
"09/04/2024","143.73","145.48","145.57","143.71","","-1.20%"
"09/03/2024","145.47","146.90","147.21","145.16","","-0.97%"
"09/02/2024","146.90","146.19","147.19","145.78","","0.51%"
"08/30/2024","146.16","144.98","146.26","144.66","","0.81%"
"08/29/2024","144.98","144.61","145.57","144.22","","0.28%"
"08/28/2024","144.57","143.98","145.06","143.68","","0.43%"
"08/27/2024","143.95","144.53","145.19","143.92","","-0.39%"
"08/26/2024","144.52","144.24","144.66","143.45","","0.10%"
"08/23/2024","144.37","146.29","146.50","144.05","","-1.29%"
"08/22/2024","146.26","145.25","146.55","144.85","","0.69%"
"08/21/2024","145.26","145.26","146.61","144.45","","0.01%"
"08/20/2024","145.25","146.60","147.36","145.20","","-0.90%"
"08/19/2024","146.57","147.66","148.06","145.19","","-0.68%"
"08/16/2024","147.58","149.29","149.36","147.57","","-1.13%"
"08/15/2024","149.27","147.33","149.40","147.05","","1.33%"
"08/14/2024","147.31","146.84","147.59","146.07","","0.33%"
"08/13/2024","146.82","147.20","147.96","146.60","","-0.25%"
"08/12/2024","147.19","146.74","148.24","146.70","","0.40%"
"08/09/2024","146.61","147.29","147.82","146.27","","-0.45%"
"08/08/2024","147.28","146.67","147.55","145.43","","0.40%"
"08/07/2024","146.69","144.35","147.90","144.31","","1.66%"
"08/06/2024","144.30","144.17","146.38","143.62","","0.09%"
"08/05/2024","144.17","146.51","146.57","141.68","","-1.62%"
"08/02/2024","146.54","149.38","149.78","146.42","","-1.89%"
"08/01/2024","149.36","149.99","150.89","148.50","","-0.41%"
"07/31/2024","149.98","152.81","153.75","149.61","","-1.82%"
"07/30/2024","152.76","154.02","155.23","152.65","","-0.81%"
"07/29/2024","154.01","153.81","154.36","153.01","","0.19%"
"07/26/2024","153.72","153.95","154.75","153.13","","-0.14%"
"07/25/2024","153.93","153.90","154.33","151.94","","0.04%"
"07/24/2024","153.87","155.56","156.00","153.11","","-1.10%"
"07/23/2024","155.58","157.03","157.11","155.56","","-0.90%"
"07/22/2024","157.00","157.45","157.63","156.28","","-0.31%"
"07/19/2024","157.49","157.38","157.88","156.96","","0.08%"
"07/18/2024","157.37","156.15","157.41","155.37","","0.77%"
"07/17/2024","156.16","158.36","158.63","156.06","","-1.38%"
"07/16/2024","158.34","158.07","158.87","158.00","","0.21%"
"07/15/2024","158.01","157.88","158.43","157.17","","0.08%"
"07/12/2024","157.89","158.82","159.45","157.38","","-0.57%"
"07/11/2024","158.80","161.64","161.77","157.43","","-1.78%"
"07/10/2024","161.67","161.35","161.85","161.26","","0.22%"
"07/09/2024","161.31","160.79","161.52","160.73","","0.31%"
"07/08/2024","160.81","160.70","161.13","160.26","","0.06%"
"07/05/2024","160.72","161.26","161.40","160.34","","-0.33%"
"07/04/2024","161.25","161.70","161.70","160.95","","-0.27%"
"07/03/2024","161.68","161.46","162.01","160.77","","0.15%"
"07/02/2024","161.44","161.51","161.78","161.27","","-0.01%"
"07/01/2024","161.45","160.89","161.76","160.66","","0.39%"
"06/28/2024","160.83","160.76","161.28","160.26","","0.06%"
"06/27/2024","160.74","160.82","160.86","160.28","","-0.03%"
"06/26/2024","160.79","159.71","160.88","159.61","","0.69%"
"06/25/2024","159.69","159.58","159.81","159.19","","0.06%"
"06/24/2024","159.59","159.84","159.93","158.82","","-0.13%"
"06/21/2024","159.79","158.94","159.86","158.67","","0.56%"
"06/20/2024","158.90","158.10","158.95","157.92","","0.52%"
"06/19/2024","158.08","157.85","158.12","157.60","","0.15%"
"06/18/2024","157.85","157.74","158.25","157.51","","0.09%"
"06/17/2024","157.71","157.38","157.97","157.15","","0.22%"
"06/14/2024","157.37","157.04","158.28","156.88","","0.22%"
"06/13/2024","157.02","156.72","157.36","156.58","","0.20%"
"06/12/2024","156.71","157.07","157.45","155.72","","-0.23%"
"06/11/2024","157.07","157.05","157.47","156.80","","0.03%"
"06/10/2024","157.02","156.74","157.20","156.70","","0.20%"
"06/07/2024","156.70","155.62","157.09","155.12","","0.71%"
"06/06/2024","155.60","156.10","156.45","155.36","","-0.32%"
"06/05/2024","156.10","154.86","156.50","154.79","","0.79%"
"06/04/2024","154.87","156.12","156.50","154.55","","-0.79%"
"06/03/2024","156.10","157.32","157.49","155.95","","-0.77%"
"05/31/2024","157.31","156.82","157.39","156.56","","0.32%"
"05/30/2024","156.81","157.64","157.68","156.38","","-0.50%"
"05/29/2024","157.60","157.14","157.79","156.92","","0.28%"
"05/28/2024","157.16","156.85","157.20","156.58","","0.19%"
"05/27/2024","156.86","157.04","157.04","156.66","","-0.08%"
"05/24/2024","156.99","156.94","157.16","156.82","","0.04%"
"05/23/2024","156.93","156.79","157.20","156.53","","0.10%"
"05/22/2024","156.77","156.17","156.85","156.11","","0.40%"
"05/21/2024","156.15","156.26","156.56","155.84","","-0.06%"
"05/20/2024","156.24","155.61","156.32","155.49","","0.38%"
"05/17/2024","155.65","155.39","156.01","155.25","","0.17%"
"05/16/2024","155.38","154.88","155.54","153.59","","0.33%"
"05/15/2024","154.87","156.43","156.57","154.69","","-0.99%"
"05/14/2024","156.42","156.18","156.78","156.14","","0.14%"
"05/13/2024","156.20","155.74","156.31","155.56","","0.31%"
"05/10/2024","155.72","155.47","155.92","155.26","","0.17%"
"05/09/2024","155.46","155.50","155.97","155.16","","-0.01%"
"05/08/2024","155.48","154.70","155.69","154.56","","0.51%"
"05/07/2024","154.69","153.90","154.78","153.86","","0.53%"
"05/06/2024","153.88","152.88","154.01","152.81","","0.59%"
"05/03/2024","152.98","153.65","153.80","151.86","","-0.42%"
"05/02/2024","153.63","154.93","156.29","153.06","","-0.54%"
"05/01/2024","154.47","157.81","158.04","153.18","","-2.11%"
"04/30/2024","157.80","156.35","157.86","156.07","","0.94%"
"04/29/2024","156.33","157.82","160.05","154.52","","-1.26%"
"04/26/2024","158.33","155.62","158.45","154.98","","1.72%"
"04/25/2024","155.65","155.32","155.76","155.20","","0.20%"
"04/24/2024","155.34","154.83","155.39","154.73","","0.34%"
"04/23/2024","154.82","154.85","154.88","154.56","","-0.01%"
"04/22/2024","154.84","154.64","154.89","154.46","","0.14%"
"04/19/2024","154.63","154.65","154.68","153.58","","0.00%"
"04/18/2024","154.63","154.39","154.72","153.95","","0.16%"
"04/17/2024","154.38","154.72","154.76","154.16","","-0.21%"
"04/16/2024","154.71","154.27","154.80","153.90","","0.29%"
"04/15/2024","154.27","153.09","154.46","152.99","","0.65%"
"04/12/2024","153.28","153.27","153.40","152.59","","0.01%"
"04/11/2024","153.27","153.16","153.33","152.76","","0.07%"
"04/10/2024","153.17","151.75","153.25","151.68","","0.92%"
"04/09/2024","151.77","151.81","151.95","151.57","","-0.01%"
"04/08/2024","151.79","151.57","151.96","151.56","","0.12%"
"04/05/2024","151.61","151.35","151.76","150.81","","0.19%"
"04/04/2024","151.33","151.70","151.79","151.12","","-0.23%"
"04/03/2024","151.68","151.56","151.96","151.44","","0.09%"
"04/02/2024","151.55","151.65","151.82","151.46","","-0.05%"
"04/01/2024","151.63","151.32","151.78","151.22","","0.21%"
"03/29/2024","151.31","151.38","151.51","151.17","","-0.04%"
"03/28/2024","151.37","151.32","151.56","151.15","","0.03%"
"03/27/2024","151.32","151.57","151.98","151.03","","-0.15%"
"03/26/2024","151.55","151.42","151.62","151.20","","0.09%"
"03/25/2024","151.41","151.44","151.55","151.04","","-0.01%"
"03/22/2024","151.42","151.64","151.87","151.00","","-0.13%"
"03/21/2024","151.61","151.26","151.81","150.26","","0.24%"
"03/20/2024","151.25","150.89","151.88","150.73","","0.27%"
"03/19/2024","150.85","149.16","150.97","149.03","","1.15%"
"03/18/2024","149.14","149.01","149.33","148.90","","0.08%"
"03/15/2024","149.02","148.36","149.20","148.03","","0.47%"
"03/14/2024","148.32","147.76","148.37","147.43","","0.39%"
"03/13/2024","147.74","147.70","148.06","147.23","","0.04%"
"03/12/2024","147.68","146.95","148.15","146.62","","0.50%"
"03/11/2024","146.94","147.07","147.18","146.48","","-0.09%"
"03/08/2024","147.07","148.04","148.12","146.48","","-0.65%"
"03/07/2024","148.03","149.36","149.40","147.58","","-0.90%"
"03/06/2024","149.37","150.04","150.10","149.09","","-0.45%"
"03/05/2024","150.04","150.52","150.64","149.70","","-0.31%"
"03/04/2024","150.51","150.11","150.64","149.83","","0.27%"
"03/01/2024","150.11","149.98","150.73","149.95","","0.09%"
"02/29/2024","149.98","150.70","150.70","149.20","","-0.46%"
"02/28/2024","150.67","150.51","150.85","150.37","","0.11%"
"02/27/2024","150.50","150.70","150.72","150.07","","-0.13%"
"02/26/2024","150.69","150.48","150.85","150.29","","0.13%"
"02/23/2024","150.50","150.54","150.79","150.30","","-0.01%"
"02/22/2024","150.51","150.31","150.70","150.01","","0.15%"
"02/21/2024","150.28","150.01","150.41","149.85","","0.19%"
"02/20/2024","149.99","150.13","150.45","149.68","","-0.08%"
"02/19/2024","150.11","150.10","150.24","149.87","","-0.07%"
"02/16/2024","150.21","149.93","150.65","149.82","","0.20%"
"02/15/2024","149.91","150.57","150.60","149.54","","-0.43%"
"02/14/2024","150.55","150.79","150.82","150.35","","-0.16%"
"02/13/2024","150.79","149.35","150.90","149.26","","0.97%"
"02/12/2024","149.34","149.25","149.49","148.93","","0.03%"
"02/09/2024","149.30","149.33","149.60","149.01","","-0.01%"
"02/08/2024","149.31","148.19","149.51","147.93","","0.76%"
"02/07/2024","148.18","147.95","148.30","147.64","","0.16%"
"02/06/2024","147.94","148.67","148.84","147.82","","-0.49%"
"02/05/2024","148.67","148.36","148.92","148.26","","0.20%"
"02/02/2024","148.37","146.44","148.60","146.24","","1.33%"
"02/01/2024","146.42","146.89","147.13","145.89","","-0.31%"
"01/31/2024","146.88","147.61","147.91","146.01","","-0.49%"
"01/30/2024","147.60","147.51","147.95","147.10","","0.07%"
"01/29/2024","147.49","148.12","148.34","147.25","","-0.45%"
"01/26/2024","148.16","147.63","148.23","147.42","","0.35%"
"01/25/2024","147.65","147.51","147.94","147.08","","0.10%"
"01/24/2024","147.50","148.36","148.40","146.65","","-0.58%"
"01/23/2024","148.36","148.10","148.73","146.99","","0.18%"
"01/22/2024","148.09","148.28","148.32","147.62","","-0.03%"
"01/19/2024","148.14","148.13","148.82","147.84","","-0.01%"
"01/18/2024","148.15","148.15","148.32","147.65","","0.00%"
"01/17/2024","148.15","147.20","148.54","147.07","","0.66%"
"01/16/2024","147.18","145.74","147.33","145.58","","0.99%"
"01/15/2024","145.73","144.92","145.96","144.87","","0.57%"
"01/12/2024","144.90","145.29","145.57","144.36","","-0.26%"
"01/11/2024","145.28","145.75","146.43","145.26","","-0.31%"
"01/10/2024","145.73","144.48","145.86","144.32","","0.87%"
"01/09/2024","144.47","144.27","144.64","143.42","","0.17%"
